,Label,Text
717,1,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
2924,0,Fine am simply sitting.
4243,1,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
4497,0,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
1572,0,Near kalainar tv office.thenampet
4,0,"Nah I don't think he goes to usf, he lives around here though"
3472,0,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
1584,0,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
1694,0,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
3238,0,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
4018,0,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
3542,0,If you are not coughing then its nothing
4043,0,What time do u get out?
5341,0,And of course you should make a stink!
2024,0,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
1187,0,"Goodmorning, Today i am late for  &lt;#&gt; min."
2677,0,* Am on a train back from northampton so i'm afraid not!
3436,0,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
806,0,I dled 3d its very imp
4593,0,Right it wasnt you who phoned it was someone with a number like yours!
3525,0,Yeah that'd pretty much be the best case scenario
5432,0,Thanx a lot 4 ur help!
331,0,K.k:)apo k.good movie.
1915,1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
619,0,I come n pick ü up... Come out immediately aft ur lesson...
2356,0,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
2481,1,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
1465,0,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
2952,0,Hey now am free you can call me.
1983,0,Hey i will be late... i'm at amk. Need to drink tea or coffee
4943,0,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
107,0,"Aight, I'll hit you up when I get some cash"
4063,0,Hi dear we saw dear. We both are happy. Where you my battery is low
3442,1,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
2338,0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
3659,0,R u here yet? I'm wearing blue shirt n black pants.
4773,0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
2991,0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
1115,0,No no:)this is kallis home ground.amla home town is durban:)
2010,0,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
3465,0,My phone
4419,0,"When you get free, call me"
3585,1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
2507,0,Who u talking about?
4913,0,I am on the way to tirupur.
4445,0,COME BACK TO TAMPA FFFFUUUUUUU
1970,1,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
4108,1,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
3409,1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
156,0,Aaooooright are you at work?
5167,0,Oh did you charge camera
3613,0,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
5483,0,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
3146,0,I.ll get there tomorrow and send it to you
2471,0,Eat at old airport road... But now 630 oredi... Got a lot of pple...
706,0,"I don't think I can get away for a trek that long with family in town, sorry"
333,1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
1074,0,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
3857,0,I'm ok. Will do my part tomorrow
3420,1,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
2021,0,Anything lor but toa payoh got place 2 walk meh...
2512,0,Er yep sure. Props?
988,0,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
4414,0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
4447,0,Merry christmas to u too annie!
4036,1,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
4287,0,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
4133,0,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
3564,1,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
792,0,All e best 4 ur driving tmr :-)
1838,0,And how's your husband.
3559,0,No da. . Vijay going to talk in jaya tv
282,0,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve.."
3218,0,Come to mahal bus stop.. &lt;DECIMAL&gt;
736,0,Then why no one talking to me
307,0,Jos ask if u wana meet up?
3920,0,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
5425,0,Otherwise had part time job na-tuition..
5141,1,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
4023,0,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
3836,0,I'm thinking that chennai forgot to come for auction..
1130,0,"So check your errors and if you had difficulties, do correction."
1738,0,I cant pick the phone right now. Pls send a message
3174,1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
1451,0,Msg me when rajini comes.
190,0,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
1841,0,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
5274,0,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
3441,0,What time you thinkin of goin?
4818,0,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
2121,0,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
567,0,Oooh bed ridden ey? What are YOU thinking of?
3322,0,Yo im right by yo work
11,1,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
4883,0,As usual u can call me ard 10 smth.
5431,0,If I was I wasn't paying attention
3489,0,Still i have not checked it da. . .
227,1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
3291,0,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
3861,0,Yep. I do like the pink furniture tho.
1710,0,U meet other fren dun wan meet me ah... Muz b a guy rite...
2363,0,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
3789,1,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
1649,0,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
2758,0,Yo we are watching a movie on netflix
2224,1,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120"
3550,0,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
225,1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
4531,0,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
3891,1,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
3631,1,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
5299,0,Well good morning mr . Hows london treatin' ya treacle?
522,0,Shall i come to get pickle
164,1,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
2141,0,After the drug she will be able to eat.
3807,1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
1021,0,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
1689,0,Nan sonathaya soladha. Why boss?
2858,0,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
5514,0,Oh... Okie lor...We go on sat... 
2792,0,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """
1935,0,Hope you are having a great day.
4670,0,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
1953,0,Nah im goin 2 the wrks with j wot bout u?
3732,0,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
1232,0,have got * few things to do. may be in * pub later.
5133,0,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
3557,0,Ok lor. I'm in town now lei.
468,0,When are you going to ride your bike?
2639,0,Am in gobi arts college
1668,0,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
5326,0,What makes you most happy?
598,1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
1989,0,"Sorry, I'll call later"
3281,0,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
4335,0,Boo what time u get out? U were supposed to take me shopping today. :(
3614,0,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
485,0,You should change your fb to jaykwon thuglyfe falconerf
3025,0,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
982,0,Reckon need to be in town by eightish to walk from * carpark.
758,0,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
4439,0,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
1068,0,Meeting u is my work. . . Tel me when shall i do my work tomorrow
5317,0,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
1025,0,Hasn't that been the pattern recently crap weekends?
363,0,Check audrey's status right now
5266,0,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
1733,0,"K, can that happen tonight?"
200,0,"Found it, ENC  &lt;#&gt; , where you at?"
4477,0,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
1921,0,Dont know you bring some food
207,0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
496,0,Got meh... When?
1406,0,K..k..any special today?
4873,0,Hi dis is yijue i would be happy to work wif ü all for gek1510...
679,0,Cause I'm not freaky lol
2146,1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
4091,1,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
1526,0,Pls pls find out from aunt nike.
2529,0,jay says he'll put in  &lt;#&gt;
2030,0,Thanx but my birthday is over already.
1040,0,They just talking thats it de. They wont any other.
1398,0,Then we wait 4 u lor... No need 2 feel bad lar...
4713,0,Thats cool princess! I will cover your face in hot sticky cum :)
1675,0,Nah dub but je still buff
2524,0,"Sorry, I'll call later"
5162,0,Just send a text. We'll skype later.
4856,0,Same to u...
3141,1,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
5280,0,"Vikky, come around  &lt;TIME&gt; .."
3349,0,"Sorry, I'll call later"
270,1,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
1724,0,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James."
3904,0,Waiting in e car 4 my mum lor. U leh? Reach home already?
5155,0,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
512,0,Prabha..i'm soryda..realy..frm heart i'm sory
2428,0,Do you think i can move  &lt;#&gt;  in a week
2844,0,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
4505,0,She told to hr that he want posting in chennai:)because i'm working here:)
4657,0,"K, I'll work something out"
4714,0,Big brother‘s really scraped the barrel with this shower of social misfits
4951,0,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
3224,0,Well that must be a pain to catch
5218,0,I accidentally brought em home in the box
4348,1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
4819,0,How's ur paper?
3890,0,Unlimited texts. Limited minutes.
3252,0,"I‘ll leave around four, ok?"
778,0,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
2731,0,I havent lei.. Next mon can?
4293,0,G.W.R
4296,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
1315,0,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
153,0,Ok... Ur typical reply...
3719,0,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
182,0,Lol no. U can trust me.
2321,0,This pain couldn't have come at a worse time.
968,0,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
762,0,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
664,0,Leave it de:-). Start Prepare for next:-)..
3697,0,I am in tirupur.  call you da.
3399,0,It only does simple arithmetic not percentages.
2485,0,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.
2983,0,"Tonight? Yeah, I'd be down for that"
1250,0,"I call you later, don't have network. If urgnt, sms me."
2112,0,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
72,0,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
2668,0,Why de. You looking good only:-)..
2719,1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
3360,1,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
677,0,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
2329,0,That day you asked about anand number. Why:-)
2907,0,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
1634,0,Yesterday its with me only . Now am going home.
4274,0,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
4232,0,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
3517,0,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
4914,1,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
1172,1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
4120,0,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
543,0,But am going to college pa. What to do. are else ill come there it self. Pa.
702,0,"Sorry, I'll call later"
1086,0,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
3683,0,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!"
2567,0,You in your room? I need a few
2878,0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
4254,0,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
3394,0,Ok thanx...
1281,0,Oh ho. Is this the first time u use these type of words
3051,0,Ok
3300,0,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
3047,0,So how's the weather over there?
2032,0,"I noe la... U wana pei bf oso rite... K lor, other days den..."
854,0,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.
89,0,"Ela kano.,il download, come wen ur free.."
2518,0,"Sorry, I'll call later"
2562,0,And maybe some pressies
5120,1,PRIVATE! Your 2003 Account Statement for 078
1164,0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
5313,0,My sister going to earn more than me da.
744,0,Ok. There may be a free gym about.
5542,0,Armand says get your ass over to epsilon
2372,0,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
3633,0,Oooh I got plenty of those!
4031,0,"Cool, I'll text you in a few"
2684,0,I'm okay. Chasing the dream. What's good. What are you doing next.
2297,1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
2135,0,If he started searching he will get job in few days.he have great potential and talent.
350,0,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
2757,0,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
1949,0,I cant pick the phone right now. Pls send a message
3788,0,WHORE YOU ARE UNBELIEVABLE.
556,0,O. Well uv causes mutations. Sunscreen is like essential thesedays
1004,0,&lt;#&gt;  am I think? Should say on syllabus
5529,0,What about this one then.
3439,0,Its good to hear from you
2009,0,See the forwarding message for proof
5014,0,"Uncle G, just checking up on you. Do have a rewarding month"
144,0,I know you are. Can you pls open the back?
461,0,Where did u go? My phone is gonna die you have to stay in here
816,0,Where's my boytoy? I miss you ... What happened?
1545,0,After completed degree. There is no use in joining finance.
5054,0,Lmao you know me so well...
4400,0,Yes just finished watching days of our lives. I love it.
433,1,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
5275,0,Oh yeah clearly it's my fault
3582,0,Ard 4 lor...
2214,0,"Goodmorning, today i am late for 2hrs. Because of back pain."
4869,0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
4340,0,Just got outta class gonna go gym.
3036,0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
1508,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
1650,0,ITS A LAPTOP TAKE IT WITH YOU.
5202,0,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
1054,0,Jay's getting really impatient and belligerent
4248,1,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
3992,0,I am on the way to ur home
4065,0,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
3952,0,Hi dude hw r u da realy mising u today
1346,0,Que pases un buen tiempo or something like that
4989,0,Which channel:-):-):):-).
3424,1,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
1782,0,";-( oh well, c u later"
661,0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
1947,0,Hey we can go jazz power yoga hip hop kb and yogasana 
1619,0,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
2931,0,Wat's my dear doing? Sleeping ah?
1154,1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
1822,0,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
1207,1,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
3526,0,I not free today i haf 2 pick my parents up tonite...
1537,0,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
3137,0,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
4579,1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
4598,0,Full heat pa:-) i have applyed oil pa.
3630,0,Should I head straight there or what
5215,0,I keep ten rs in my shelf:) buy two egg.
2470,0,* Am on my way
3832,0,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
4200,1,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP"
5221,0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
3853,0,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
3657,0,Oh really?? Did you make it on air? What's your talent?
4276,0,Haiyoh... Maybe your hamster was jealous of million
3421,1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
349,1,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
2473,1,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
2327,0,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
2040,0,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
1098,0,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
3715,0,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
3398,0,Heehee that was so funny tho
37,0,I see the letter B on my car
410,0,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
4029,0,Lol its ok I didn't remember til last nite
2378,1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
1208,0,I need you to be in my strong arms...
1761,0,Nt yet chikku..simple habba..hw abt u?
5129,0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
2764,0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
2787,0,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
5329,0,"Sir, waiting for your letter."
1792,0,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
4879,1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
1328,1,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
5518,0,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
3418,0,But i haf enuff space got like 4 mb...
2993,0,K.i did't see you.:)k:)where are you now?
2199,0,I'm in a movie. Call me 4 wat?
827,0,Hahaha..use your brain dear
5044,0,O ic lol. Should play 9 doors sometime yo
1300,0,Great to hear you are settling well. So what's happenin wit ola?
2291,0,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
2029,0,Kallis is ready for bat in 2nd innings
365,0,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
705,0,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
5398,0,Hi. Hope you had a good day. Have a better night.
648,1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
1274,1,network operator. The service is free. For T & C's visit 80488.biz
2832,0,Thanx 4 sending me home...
5116,0,Thanks. Fills me with complete calm and reassurance! 
1686,0,Cramps stopped. Going back to sleep
1084,0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
3233,0,Guess he wants alone time. We could just show up and watch when they do..
4778,0,Sorry completely forgot * will pop em round this week if your still here?
95,1,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
4213,1,Missed call alert. These numbers called but left no message. 07008009200
3938,0,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
4292,0,Call me when u're done...
4127,1,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
